+---------------------+---------+---------+---------+---------+----------+
| time                |    open |    high |     low |   close |   volume |
+=====================+=========+=========+=========+=========+==========+
| 2023-06-20 19:45:00 | 277.71  | 278.11  | 277.66  | 278.1   |   210094 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 19:30:00 | 277.94  | 278.09  | 277.69  | 277.73  |   129947 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 19:15:00 | 277.57  | 277.94  | 277.55  | 277.94  |   103588 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 19:00:00 | 277.55  | 277.75  | 277.5   | 277.59  |    80912 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 18:45:00 | 277.59  | 277.68  | 277.2   | 277.53  |   129514 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 18:30:00 | 277.6   | 277.7   | 277.52  | 277.59  |    71451 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 18:15:00 | 277.91  | 277.94  | 277.54  | 277.69  |   129875 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 18:00:00 | 277.97  | 278.13  | 277.83  | 277.92  |   116887 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 17:45:00 | 277.75  | 278.18  | 277.7   | 277.97  |   174042 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 17:30:00 | 278.18  | 278.29  | 277.54  | 277.74  |   285868 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 17:15:00 | 277.53  | 278.44  | 277.4   | 278.18  |   423759 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 17:00:00 | 277.13  | 277.68  | 274.45  | 277.51  |   348774 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 16:45:00 | 277.13  | 277.77  | 276.84  | 277.13  |   440284 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 16:30:00 | 277.28  | 277.71  | 274.45  | 277.15  |   680311 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 16:15:00 | 275.08  | 277.5   | 274.45  | 277.2   |   911784 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 16:00:00 | 274.45  | 275.55  | 273.84  | 275.09  |  1353837 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 15:45:00 | 273.52  | 274.75  | 273.331 | 274.46  |  8893785 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 15:30:00 | 272.71  | 273.71  | 272.32  | 273.515 |  6445912 |
+---------------------+---------+---------+---------+---------+----------+
| 2023-06-20 15:15:00 | 271.07  | 272.72  | 270.79  | 272.7   |  5521935 |
